날짜,평균 풍속,최저 기온,최고 기온,강수량,평균 가격
2014-08-18,0.7,19.8,23.9,56.9,3417
2014-08-19,0.4,21.1,26.1,12.2,3342
2014-08-20,2,21.5,26.3,13.3,3331
2014-08-21,1.7,21.5,27.4,37.7,3301
2014-08-22,0.9,20.4,29.5,0.9,3295
2014-08-23,0.9,20.6,29.8,0,3295
2014-08-24,1.3,21.1,28.4,5.7,3295
2014-08-25,1.5,21.9,25.8,40.1,3335
2014-08-26,1.7,21.3,28.6,5.6,3354
2014-08-27,1,19.8,26.1,1.8,3386
2014-08-28,1.2,18.8,26.6,1.2,3374
2014-08-29,1.3,18.4,27.2,4.1,3404
2014-08-30,0.7,17.3,27.5,0,3404
2014-08-31,1.1,16.8,26.2,0,3404
2014-09-01,1.4,16.8,28.3,0.1,3686
2014-09-02,1.8,18.1,25.4,7,3621
2014-09-03,1.6,19,24.4,31.7,3871
2014-09-04,0.9,18.6,28.1,0.4,3998
2014-09-05,1,17.7,29.7,0,3998
2014-09-06,1,18.7,28.8,0.6,3998
2014-09-07,1.1,17.7,29.4,0,3998
2014-09-08,1,18.8,29.4,0,3998
2014-09-09,0.9,17.5,28.2,0,3998
2014-09-10,0.8,16,27.6,0,3998
2014-09-11,0.7,15.8,28.2,0,4176
2014-09-12,1.4,17.5,25,0.3,4229
2014-09-13,0.9,16.8,27.3,0.2,4229
2014-09-14,1,15.4,26.9,0,4229
2014-09-15,0.9,17.7,27.6,0.1,4094
2014-09-16,0.8,16.4,27.1,0,4094
2014-09-17,0.8,17.1,24.3,2.4,3942
2014-09-18,1,15.3,24.9,0.1,3744
2014-09-19,0.8,13.5,25.1,0,3515
2014-09-20,0.8,12.7,26.6,0,3515
2014-09-21,0.9,13.6,26.1,0.1,3515
2014-09-22,1,13.4,27.4,0,3511
2014-09-23,1.6,15.1,26.5,8.2,3395
2014-09-24,0.9,17.1,21.7,61.6,3330
2014-09-25,0.8,16,26.2,0.3,3374
2014-09-26,1.1,16.1,25,0.4,3374
2014-09-27,0.7,15.1,26.3,0.1,3374
2014-09-28,0.5,16.3,26.8,0.1,3374
2014-09-29,2.2,18,22.1,4.9,3247
2014-09-30,0.9,15.6,23.2,1.1,3185
2014-10-01,1.1,14.9,23.3,0,3095
2014-10-02,2.4,14.5,23.5,2.3,3017
2014-10-03,2.1,12.7,21.8,0.2,3017
2014-10-04,1.9,11.3,22.4,0.3,3017
2014-10-05,0.7,10.9,22.2,0,3017
2014-10-06,1,9.9,21.8,0,2938
2014-10-07,0.7,8.9,22.7,0,2900
2014-10-08,0.8,9.2,23.2,0,2890
2014-10-09,2.6,10.2,24.3,0,2890
2014-10-10,2.3,10.5,25.6,0,2728
2014-10-11,1,13.4,24.9,0,2728
2014-10-12,3.9,12.6,22.5,0.9,2728
2014-10-13,1,11.4,20.4,14,2709
2014-10-14,1.1,7.9,19.6,0,2632
2014-10-15,1.2,6.7,20.2,0,2600
2014-10-16,0.9,7.5,19.7,1.4,2585
2014-10-17,0.8,4.7,21,0,2507
2014-10-18,0.7,5.7,22.5,0,2507
2014-10-19,0.5,7.1,22.8,0,2507
2014-10-20,2.3,14.1,18.6,18.4,2440
2014-10-21,2,13.2,18.8,41.6,2425
2014-10-22,0.8,9.7,16.8,13.7,2432
2014-10-23,0.8,7.7,19.3,0,2438
2014-10-24,0.8,8.3,21.5,0,2410
2014-10-25,1.2,9.3,23.1,0,2410
2014-10-26,1.4,8.9,22.6,0.1,2410
2014-10-27,0.8,6.8,18.5,0,2280
2014-10-28,0.7,3.4,19.2,0,2263
2014-10-29,0.6,4.6,20,0,2234
2014-10-30,0.9,6.2,19.9,0,2282
2014-10-31,0.7,11.1,15.1,23.6,2279
2014-11-01,3.1,12.5,18.3,1.9,2279
2014-11-02,1.9,8.7,15.6,2,2279
2014-11-03,0.9,3.6,14.2,0,2296
2014-11-04,1,2.6,17.8,0,2289
2014-11-05,0.8,3.4,18.6,0,2199
2014-11-06,0.5,7.5,18.9,0.1,2119
2014-11-07,0.6,5.5,16.2,2.4,2091
2014-11-08,1.3,7.7,15.4,0.5,2091
2014-11-09,0.8,5.3,16.6,0,2091
2014-11-10,0.9,2.6,17.2,0,2038
2014-11-11,3.7,2.3,16.2,0.4,2079
2014-11-12,3.5,3.3,12.9,2.2,2052
2014-11-13,1.7,-0.3,6.4,0.1,1820
2014-11-14,1.2,-0.5,11.3,0.2,1791
2014-11-15,1,0.2,11.9,0,1791
2014-11-16,1.4,3.2,14,0.2,1791
2014-11-17,1.1,2.9,12,0.5,1837
2014-11-18,0.7,0.6,12,0,1829
2014-11-19,0.7,-1.7,13.1,0,1832
2014-11-20,0.8,-0.2,14.8,0,1868
2014-11-21,0.5,1.4,16.2,0,1889
2014-11-22,1.1,3.7,15.8,1,1889
2014-11-23,0.6,4.1,13.9,0,1889
2014-11-24,3,8.1,11.5,28.1,1867
2014-11-25,1.1,7.4,13.3,1.7,1853
2014-11-26,0.8,5.5,14.9,0.1,1894
2014-11-27,1.1,3.6,15.9,0,1937
2014-11-28,1.5,5.2,12.6,5.9,1937
2014-11-29,1,6.6,15,0,1937
2014-11-30,4.5,6.8,11.9,9.5,1937
2014-12-01,3.4,-3.1,10.7,1.8,1937
2014-12-02,2,-5.1,0.6,0.7,1937
2014-12-03,1.9,-4.4,4.1,2.3,1937
2014-12-04,2.1,-3.4,3.1,1.6,1850
2014-12-05,2.1,-5.9,0.5,1.3,1782
2014-12-06,0.8,-6.3,1.9,0.2,1782
2014-12-07,1.3,-5.1,3.5,0,1782
2014-12-08,0.6,-3.8,5.2,1.9,1825
2014-12-09,0.6,-6.1,5.8,0,1839
2014-12-10,2.4,-2.3,7.8,0.4,1845
2014-12-11,1.7,-1.9,6.1,0.2,1862
2014-12-12,2.8,-3.4,3.6,1,1862
2014-12-13,1.5,-5.2,0.8,0.7,1862
2014-12-14,0.7,-6.9,3.4,0,1862
2014-12-15,3.2,-2.6,5.8,2.2,1899
2014-12-16,3.9,-6,4.2,5,1880
2014-12-17,1,-8.7,-3.2,1.9,1886
2014-12-18,0.4,-10.1,0.4,0,1910
2014-12-19,2,-9.2,3.1,0.6,1924
2014-12-20,1.3,-3.4,5.1,2,1924
2014-12-21,0.8,-7,1.3,0.7,1924
2014-12-22,0.3,-8,2.7,0.5,1973
2014-12-23,1.3,-5.9,5.9,0,1973
2014-12-24,1.6,-1.1,9,0.2,1973
2014-12-25,0.5,-3.9,4.3,0,1973
2014-12-26,0.6,-6.8,4.1,0,1958
2014-12-27,0.3,-6.7,7.1,0,1958
2014-12-28,0.8,-5.6,5.1,0,1958
2014-12-29,1.7,-1.7,8,0,1968
2014-12-30,2,-1.7,9.9,0,1938
2014-12-31,2.9,-4.1,4.7,0.9,1938
2015-01-01,1.6,-7.4,-1.9,0.5,1938
2015-01-02,1,-7.6,0.8,0.3,1957
2015-01-03,0.5,-9.3,4.3,0,1957
2015-01-04,0.6,-2.6,9.8,0,1957
2015-01-05,2.5,-2.7,10.1,4.1,1957
2015-01-06,1.6,-3.3,7.1,4.7,1980
2015-01-07,1.1,-6.5,1.6,0,1957
2015-01-08,1.1,-7.8,3.3,0,1959
2015-01-09,1.4,-5.1,4.9,0,1936
2015-01-10,2.1,-4.2,6.7,0,1936
2015-01-11,0.8,-3.3,6,0.1,1936
2015-01-12,0.6,-6.5,4.8,0,1936
2015-01-13,0.6,-6.5,7.9,0,1928
2015-01-14,0.8,-0.2,5.9,0.4,1913
2015-01-15,1.8,-1.3,9.1,0.2,1907
2015-01-16,2.7,-2.6,5.3,0.3,1896
2015-01-17,0.9,-4.6,3.1,0,1896
2015-01-18,2.9,-6.8,5.8,1.3,1896
2015-01-19,0.6,-1.3,6.4,0.4,1896
2015-01-20,0.4,-5.3,6.8,0,1889
2015-01-21,0.7,-0.6,6.5,3.1,1875
2015-01-22,1.1,0.5,6.3,1.9,1910
2015-01-23,1,-2.7,6.8,0,1910
2015-01-24,0.8,-1.9,8.8,0,1910
2015-01-25,0.8,-1.3,7.8,3.8,1910
2015-01-26,2.6,2.7,9.1,1.7,1912
2015-01-27,1.1,-3.7,4.6,0.3,1912
2015-01-28,0.5,-6,3.5,0.3,1912
2015-01-29,2.1,-3.6,3.7,1.4,1911
2015-01-30,1.2,-3.6,3.6,0.2,1894
2015-01-31,0.8,-6.9,2.6,0,1894
2015-02-01,0.7,-8,5.5,0,1894
2015-02-02,0.9,-5.5,7.3,0,1920
2015-02-03,1.1,-5.1,7.9,0,1920
2015-02-04,1.3,-3.4,6.1,0,1920
2015-02-05,1.5,-2.9,5.4,0.3,1920
2015-02-06,1.2,-3.6,7.4,0,1910
2015-02-07,4,-2.6,7.1,0,1910
2015-02-08,2.8,-8.3,2.5,0,1910
2015-02-09,3.4,-10.7,1.2,0.1,1919
2015-02-10,2.3,-2.2,8.1,0,1914
2015-02-11,2.9,-1.2,9.7,0,1950
2015-02-12,2.7,-3.2,4.8,0,1884
2015-02-13,0.8,-6.4,5.2,0,1881
2015-02-14,1.4,-4.8,9.2,0,1881
2015-02-15,1,-0.2,11,3.8,1881
2015-02-16,2.1,3.8,6.8,10,1923
2015-02-17,2,1.7,6.4,0.3,1952
2015-02-18,0.6,0.6,4.8,0.1,1952
2015-02-19,0.7,-2.1,8.3,0.2,1952
2015-02-20,1.4,-3.2,10.9,0,1952
2015-02-21,2.5,3.9,8.5,7.9,1952
2015-02-22,2.3,1.7,11.3,1,1952
2015-02-23,1.3,-0.2,8.6,0,2094
2015-02-24,1.3,-0.9,9.6,0,2067
2015-02-25,3.3,-0.4,11.2,0.1,2079
2015-02-26,2.2,-1.1,8.2,0.2,2082
2015-02-27,0.7,-3.7,4.1,0,2115
2015-02-28,2.7,-3.7,6.8,1.6,2115
2015-03-01,1.4,0.5,7.1,0.9,2115
2015-03-02,1.9,-3,10.5,0,2166
2015-03-03,4,0.5,7.6,2.8,2174
2015-03-04,0.8,-2.8,4.3,0,2202
2015-03-05,1,-5.6,6.8,0,2216
2015-03-06,1.1,-3.5,10.5,0,2216
2015-03-07,1,-2.4,12.2,0,2216
2015-03-08,3.5,-2.3,14.6,0,2216
2015-03-09,4.7,-3.3,11.3,0.1,2258
2015-03-10,4.2,-5.4,2.7,0,2293
2015-03-11,2.7,-3.3,8.1,0,2271
2015-03-12,1.7,-2.9,9.5,0,2286
2015-03-13,1.1,0.1,10.9,1.2,2308
2015-03-14,1.4,-2,11.7,0,2308
2015-03-15,1.1,-1.5,15.2,0,2308
2015-03-16,0.9,0.7,19.1,0,2289
2015-03-17,2.8,3,20.2,0,2280
2015-03-18,1.6,7.8,12.3,31.8,2305
2015-03-19,1.2,6.8,18.3,0.5,2310
2015-03-20,1.6,7.1,19.6,0,2340
2015-03-21,2.7,5.1,19.4,0,2340
2015-03-22,2.7,3.8,16.8,0,2340
2015-03-23,1.5,-0.3,11.5,0,2371
2015-03-24,1.3,-1.6,12.1,0,2401
2015-03-25,1.6,-2.4,14.2,0,2401
2015-03-26,1.4,-0.8,17,0,2406
2015-03-27,2,1.3,18.3,0,2415
2015-03-28,1.8,1.5,19.3,0,2415
2015-03-29,1.6,6.2,19.1,0,2415
2015-03-30,0.6,4.7,21.3,0,2442
2015-03-31,2.8,8.3,15.5,3.1,2480
2015-04-01,2.7,9.2,15.9,1.9,2486
2015-04-02,2.8,8.4,19.5,7.7,2509
2015-04-03,2.9,9,18.8,9,2529
2015-04-04,1.4,7.7,16.2,17.8,2529
2015-04-05,1.1,8.4,11.7,3,2529
2015-04-06,2.8,7.4,13.3,4.2,2546
2015-04-07,1.5,5.1,10.8,0.9,2559
2015-04-08,1.1,4.3,12.4,0.3,2568
2015-04-09,1.1,3.4,15.1,0,2538
2015-04-10,1.3,3.4,18.2,0,2538
2015-04-11,2.6,3.5,19.5,0,2538
2015-04-12,4,5.2,17.9,0.6,2538
2015-04-13,1.5,8.1,13.2,7.5,2516
2015-04-14,2.2,6.1,12.5,10.2,2565
2015-04-15,2.1,5.9,18.8,1,2574
2015-04-16,2.3,6,20.4,2.7,2617
2015-04-17,1.1,3.6,19,0,2640
2015-04-18,2.1,4.7,21.7,2.4,2640
2015-04-19,2,11.3,17.2,14.2,2640
2015-04-20,1.7,8.1,14.6,11,2697
2015-04-21,1.8,5.7,20.9,0,2780
2015-04-22,1.8,7.1,20.9,0,2795
2015-04-23,2.2,5.9,22.3,0,2738
2015-04-24,1.7,8.7,22.9,0,2719
2015-04-25,1.9,6.7,24.2,0,2719
2015-04-26,2,8.5,26.9,0,2719
2015-04-27,1,11.2,26.6,0,2768
2015-04-28,1.4,10.9,23.9,8.2,2779
2015-04-29,1.4,14,18.2,23.2,2807
2015-04-30,1.3,13.1,24,0.2,2715
2015-05-01,1.3,12.8,26.3,0,2715
2015-05-02,0.9,13.5,26.2,1.9,2715
2015-05-03,2.7,15.8,20.2,12.9,2715
2015-05-04,2,10.5,21.9,0,2712
2015-05-05,1.2,5.9,21.9,0,2712
2015-05-06,1.6,7.7,22.1,0,2913
2015-05-07,1.3,8.7,24.1,0,2962
2015-05-08,1.8,9.2,23.4,0,2972
2015-05-09,2,12.9,24.1,0.2,2972
2015-05-10,2.6,10.8,23.5,0,2972
2015-05-11,4,11.7,21.9,23.8,2972
2015-05-12,3.6,12.2,19.8,9,2855
2015-05-13,2.1,12.5,25.7,0,2870
2015-05-14,2.2,13.6,26.9,0,2870
2015-05-15,1.9,15.3,23.9,1.3,2870
2015-05-16,1.2,11.7,25.3,0,2870
2015-05-17,1.1,9.8,26.1,0,2870
2015-05-18,1.8,12.8,20.4,4,3034
2015-05-19,1.9,12.8,24.2,0.7,3242
2015-05-20,2,11.3,22.5,0,3342
2015-05-21,2,10.1,26.5,0,3600
2015-05-22,1.3,14,27.7,0,3653
2015-05-23,1.4,14.1,27.3,0,3653
2015-05-24,1.5,12.5,28.3,0,3653
2015-05-25,1.6,12.2,28.3,0,3653
2015-05-26,1.2,13.1,30.9,0,3639
2015-05-27,1.2,12.8,30,0,3655
2015-05-28,1.4,15.5,29.2,0,3697
2015-05-29,1.3,14.6,29.6,0,3742
2015-05-30,1.3,15.8,23,2.7,3742
2015-05-31,1.3,14.5,27.7,0,3742
2015-06-01,1.6,14.2,29,0,3562
2015-06-02,2.1,17.2,27.2,0.4,3475
2015-06-03,1.2,16.4,27.7,0,3438
2015-06-04,0.9,12.9,29.3,0,3422
2015-06-05,1.1,13.3,21.2,3.2,3411
2015-06-06,1,12.3,26.1,0,3411
2015-06-07,1,15,27.6,0,3411
2015-06-08,1.7,15.8,24.7,1.3,3397
2015-06-09,1.2,16.3,27.9,0,3421
2015-06-10,1.3,16.5,31.2,0,3405
2015-06-11,2.2,17.9,25.6,1.7,3490
2015-06-12,1.8,18.1,29.6,0.7,3502
2015-06-13,1.5,17.5,28.4,0.7,3502
2015-06-14,1.2,17.4,27.3,5.1,3502
2015-06-15,1.2,19.2,28.4,0,3508
2015-06-16,1.9,19.2,28.5,1.1,3408
2015-06-17,2.4,18.2,25.9,2.9,3384
2015-06-18,1.8,18.1,27.8,0.8,3387
2015-06-19,1.2,18.4,27.8,2.2,3359
2015-06-20,1,17.4,22.3,12.2,3359
2015-06-21,1.3,17,26.8,0.1,3359
2015-06-22,1.5,17.3,28,0.2,3327
2015-06-23,1.4,18.2,29,0.1,3303
2015-06-24,1.4,19.2,27.2,3.4,3303
2015-06-25,2.1,18.9,25.9,14.6,3214
2015-06-26,1.3,18.8,23.8,32.4,3140
2015-06-27,1.5,18.4,25.8,0.7,3140
2015-06-28,1.3,17.9,27.2,0,3140
2015-06-29,0.9,18.5,29.1,0.2,3126
2015-06-30,2.6,19,25.5,11.5,3022
2015-07-01,1.9,18.4,28.1,0.9,3015
2015-07-02,1.3,17,28.2,0.2,2989
2015-07-03,1.4,17.6,28,0.5,2983
2015-07-04,1.2,15.8,26.7,0,2983
2015-07-05,1.1,17,27.4,0.4,2983
2015-07-06,1,17.9,27.2,0.2,2987
2015-07-07,2.2,17.7,23.1,13.3,2998
2015-07-08,1.6,18.4,23.6,23,2932
2015-07-09,1.1,20.2,26.2,19.1,2937
2015-07-10,1.1,20.6,30.3,0,2937
2015-07-11,2.2,22,31.1,9.2,2937
2015-07-12,3.3,22.8,26.1,44.8,2937
2015-07-13,2.2,21.8,26.7,3.6,2998
2015-07-14,2.3,21,30.8,0.1,2941
2015-07-15,3.2,20.7,31.2,1,2921
2015-07-16,2.2,19.4,27.1,0,2921
2015-07-17,1,17.8,25.7,0.3,2904
2015-07-18,0.6,20.1,27.1,0.1,2904
2015-07-19,1,20.2,28.6,1.5,2904
2015-07-20,1.1,21.9,27.6,2.7,2895
2015-07-21,1,22.1,28.3,4.1,2867
2015-07-22,1,23,29.9,2.8,2837
2015-07-23,0.9,23.6,29.4,13,2861
2015-07-24,0.9,24.1,27.6,17.4,2812
2015-07-25,1.3,24,29.6,8.8,2812
2015-07-26,1.1,22.4,32.4,3.8,2812
2015-07-27,1.2,23.5,30.4,1.8,2821
2015-07-28,0.7,24.1,32,0.6,2798
2015-07-29,1.4,24.3,31.1,7.1,2785
2015-07-30,1.5,24.7,33.7,0,2720
2015-07-31,1.1,24.5,33.6,0.2,2720
2015-08-01,0.8,23.8,32.9,1,2720
2015-08-02,1.2,23.5,31.5,5.1,2720
2015-08-03,1.5,24.2,33.1,0,2723
2015-08-04,1.4,23.3,33.3,0,2708
2015-08-05,0.8,23.6,33.7,0,2715
2015-08-06,0.8,23.4,34.3,0,2736
2015-08-07,1.2,23.4,34.8,2.2,2712
2015-08-08,1.3,23.6,33.8,6.8,2712
2015-08-09,1.3,22.7,32.3,0,2712
2015-08-10,0.9,22.7,31.5,0,2779
2015-08-11,1.3,21.3,29.2,6.7,2778
2015-08-12,1,20.4,27.9,5.1,2829
2015-08-13,1,21,30.5,6.9,2750
2015-08-14,0.8,20.8,30.8,1.1,2750
2015-08-15,0.9,21.2,31.6,0,2750
2015-08-16,1.1,21.4,29.7,6.9,2750
2015-08-17,1.3,20.5,30.9,1,2673
2015-08-18,0.8,21.3,30,0,2728
2015-08-19,0.9,21.4,29,0,2814
2015-08-20,0.9,22,27.3,5,2882
2015-08-21,0.9,21.1,28.3,26.6,2838
2015-08-22,0.8,21.1,28.6,0.3,2838
2015-08-23,2,21.4,29.8,0.1,2838
2015-08-24,1.9,22.1,27.9,3.1,2881
2015-08-25,1.4,19.7,24,26.8,2892
2015-08-26,1.7,18.7,26.9,0.4,2901
2015-08-27,0.9,18.3,28.7,1.4,2836
2015-08-28,0.9,18.8,28.7,2.5,2817
2015-08-29,1.1,18.8,28.7,0,2817
2015-08-30,1.3,18.3,29.1,0.4,2817
2015-08-31,2,19.3,29.1,1.8,2908
2015-09-01,0.8,20.8,27.9,5,2887
2015-09-02,0.9,20,27.4,9.6,2881
2015-09-03,0.8,19.2,28.1,1.8,2865
2015-09-04,1,18.8,29,0,2857
2015-09-05,2.3,19.4,25.6,9.4,2857
2015-09-06,1.5,18,24.6,6.6,2857
2015-09-07,1.8,15.9,26.4,0.1,2888
2015-09-08,1.7,14.3,26.2,0,2870
2015-09-09,1.2,13.6,27.1,0,2846
2015-09-10,1.3,14.2,27.3,0,2765
2015-09-11,1.4,15.7,26.6,1.5,2795
2015-09-12,1.1,15.5,22.1,3.8,2795
2015-09-13,0.8,13.5,25.1,0,2795
2015-09-14,1.4,12.8,26.4,0,2810
2015-09-15,1.5,13.3,25.7,0,2760
2015-09-16,1.8,13.2,24.1,1.6,2733
2015-09-17,0.9,15.2,24.2,4.4,2699
2015-09-18,1.1,14.6,26.3,0,2706
2015-09-19,1,15.2,26.7,0,2706
2015-09-20,0.7,14.8,26.6,0,2706
2015-09-21,0.8,15.1,27.9,0,2740
2015-09-22,0.5,14.8,28,0,2687
2015-09-23,1.1,15.6,22.5,8.4,2703
2015-09-24,0.9,16.5,25.7,1.2,2691
2015-09-25,0.9,16.3,26.3,0,2697
2015-09-26,0.9,15.4,26.5,0,2697
2015-09-27,1,13.7,27.6,0,2697
2015-09-28,1.8,13.1,28.6,0,2697
2015-09-29,1.4,14.4,27,0,2697
2015-09-30,2.2,16.7,23.1,1.7,2783
2015-10-01,2.5,14.5,22.6,37.4,2770
2015-10-02,2.1,8.9,21.9,0,2748
2015-10-03,1.1,11.9,24.9,0,2748
2015-10-04,0.8,11,23.6,0,2748
2015-10-05,1,11,24.4,0,2788
2015-10-06,0.8,10.1,25.4,0,2732
2015-10-07,1.1,10.8,24.8,0,2717
2015-10-08,2.3,12.5,24.4,0.1,2732
2015-10-09,0.7,10.2,21.4,0.4,2732
2015-10-10,1.1,7.6,20.7,4.8,2732
2015-10-11,1.6,8.6,17,2.2,2732
2015-10-12,1.2,9.4,18.5,0.5,2727
2015-10-13,0.9,7.5,21.8,0,2675
2015-10-14,0.8,9.5,23.3,0,2640
2015-10-15,0.8,9.9,23.8,0,2617
2015-10-16,0.8,10.4,23.5,0,2596
2015-10-17,0.9,10.2,24.8,0,2596
2015-10-18,0.8,9.6,25.2,0,2596
2015-10-19,0.6,10.7,23.5,0.1,2592
2015-10-20,1,11.5,24.1,0,2569
2015-10-21,1.2,11.8,23.9,0.2,2501
2015-10-22,0.8,12.3,21.6,0.3,2453
2015-10-23,0.9,12.3,22,0,2398
2015-10-24,1,11.3,22.3,1.2,2398
2015-10-25,0.9,9.6,21,0,2398
2015-10-26,1.9,9.1,19.8,0.4,2370
2015-10-27,1.9,9.7,17.8,16.3,2340
2015-10-28,2,5.9,17.2,0,2328
2015-10-29,2,5.4,16.3,0.4,2356
2015-10-30,1.3,3.6,12.8,0,2326
2015-10-31,0.7,0.7,13.2,0,2326
2015-11-01,1.3,0.9,11.2,0.1,2326
2015-11-02,0.8,4.6,16.4,0.2,2317
2015-11-03,1,4.9,19,0,2297
2015-11-04,1.1,3.8,20,0,2310
2015-11-05,2.8,7.1,20.7,0,2221
2015-11-06,2.9,8,19.2,2.6,2210
2015-11-07,2.3,11.7,14.5,28,2210
2015-11-08,1.5,12.5,15.1,13.8,2210
2015-11-09,1.1,10.8,15.5,3.2,2200
2015-11-10,0.9,7.6,15.3,0.2,2207
2015-11-11,1.4,6.8,17.1,2,2174
2015-11-12,2.1,9.1,18.1,0.6,1919
2015-11-13,0.9,10.9,13.9,24.4,1875
2015-11-14,1,12,16.2,5,1875
2015-11-15,1,9.6,18.3,0,1875
2015-11-16,1,8.9,15.8,10.7,1949
2015-11-17,3.7,12.3,17.1,0.5,1991
2015-11-18,1.3,9.4,14.2,7.9,2042
2015-11-19,1.1,8.6,12.1,0.9,2020
2015-11-20,0.7,7.6,15.9,0.1,2020
2015-11-21,2,5.9,13.5,0.1,2020
2015-11-22,1.7,7.3,15.5,4.6,2020
2015-11-23,2.5,9.2,12.7,6.6,2058
2015-11-24,1.5,6,11.2,2.8,2164
2015-11-25,3,3.8,7.6,9,2174
2015-11-26,2.2,-1.1,4.5,3.3,2134
2015-11-27,0.7,-1.9,4,0.6,2213
2015-11-28,1.1,0.1,7.2,0,2213
2015-11-29,1.3,1.6,9.6,0.8,2213
2015-11-30,0.7,1.5,11.6,0.2,2232
2015-12-01,1.1,-0.9,12.1,0,2211
2015-12-02,3.1,2.9,11.3,5.7,2183
2015-12-03,3,-0.3,6.5,3,2240
2015-12-04,1.6,-0.6,5.7,0.5,2240
2015-12-05,0.5,2.1,8.7,0,2240
2015-12-06,0.6,-0.7,8.3,0,2240
2015-12-07,0.7,-2.5,9.9,0,2221
2015-12-08,0.5,0,11.1,0,2221
2015-12-09,0.4,-0.4,13.2,0,2221
2015-12-10,2.1,6.6,10.6,14.1,2247
2015-12-11,0.7,3.8,10.9,3.7,2202
2015-12-12,0.8,1.1,10.8,0,2202
2015-12-13,0.4,2.6,12.5,0,2202
2015-12-14,2.3,4.2,8.7,3.9,2175
2015-12-15,3,4.7,9.9,0.5,2178
2015-12-16,2,-1.6,5.5,2.4,2157
2015-12-17,0.6,-4.8,1.4,0.3,2129
2015-12-18,0.8,-6,4.7,0,2148
2015-12-19,0.3,-3,8.4,0,2148
2015-12-20,0.5,-2.5,6,0.8,2148
2015-12-21,1.2,0.5,9.3,1.5,2123
2015-12-22,0.4,-1.1,9.6,0.1,2125
2015-12-23,1.3,3.8,9,1.9,2127
2015-12-24,2,0.8,8.7,0,2147
2015-12-25,1.7,-2.6,5.8,0,2147
2015-12-26,1.6,-2.1,9.8,0.2,2147
2015-12-27,1.8,-4.6,3.7,0,2147
2015-12-28,0.8,-6.4,2.2,0,2160
2015-12-29,0.6,-6.7,4.8,0,2202
2015-12-30,1.1,-5.2,7.4,1.1,2202
2015-12-31,0.7,-1.7,6.3,0.3,2183
2016-01-01,0.7,-3.9,7.3,0,2183
2016-01-02,0.8,0.3,11.5,0,2183
2016-01-03,2.5,1,12.9,0,2183
2016-01-04,1.7,0.1,10.1,0,2215
2016-01-05,1.1,-2.4,4.4,0.5,2266
2016-01-06,1.8,-4.2,5.4,0,2269
2016-01-07,1.4,-2.6,4.3,0,2271
2016-01-08,1.7,-3.8,3.9,0,2242
2016-01-09,1.6,-3.8,5.5,0,2242
2016-01-10,1.3,-2.8,6.7,0,2242
2016-01-11,1.4,-4.4,4.3,0,2307
2016-01-12,2.2,-7.1,3.7,0,2307
2016-01-13,1.8,-4.9,2.3,0.8,2318
2016-01-14,0.5,-5.5,3.3,0.1,2280
2016-01-15,0.7,-5.3,6.2,0.1,2280
2016-01-16,0.7,-4,7.3,0,2280
2016-01-17,3.5,-1.3,5.6,3.3,2280
2016-01-18,4.3,-7.3,3.1,0.9,2299
2016-01-19,0.9,-9.7,-4.6,0.8,2313
2016-01-20,1,-10.9,-2.3,0,2354
2016-01-21,1,-8.4,0,0,2440
2016-01-22,3.2,-9.3,0.7,0,2448
2016-01-23,2.6,-11.3,-3.5,1.2,2448
2016-01-24,1.4,-14.2,-7.4,1.5,2448
2016-01-25,0.9,-12.4,-1.3,0.3,2476
2016-01-26,1.6,-7,3.5,0.1,2598
2016-01-27,0.7,-4.8,6.1,0,2715
2016-01-28,2.8,-4.6,3.6,6.7,2730
2016-01-29,1.2,0.3,4.4,8.2,2777
2016-01-30,2.2,-1.2,6.4,0.6,2777
2016-01-31,1.6,-3.2,2.9,0,2777
2016-02-01,1,-6.2,1.7,0,2881
2016-02-02,1.1,-8.6,2.7,0,2908
2016-02-03,1.6,-8.3,4.9,0,2914
2016-02-04,1.4,-4.8,5.9,0,2966
2016-02-05,1.9,-5,5.4,0,3026
2016-02-06,1.2,-5.6,3.3,0.5,3026
2016-02-07,1.3,-8,5,0,3026
2016-02-08,3.3,-5.7,7.4,0.2,3026
2016-02-09,0.8,-2.2,7.5,0,3026
2016-02-10,0.8,-4.9,10.8,0,3026
2016-02-11,0.8,-1.2,13.7,0.2,3003
2016-02-12,0.7,6.9,12,20.7,3003
2016-02-13,2.4,7.1,16.2,11.4,3003
2016-02-14,3.3,-3,9.5,0.8,3003
2016-02-15,2.4,-6,0.1,0.2,3033
2016-02-16,1.6,-4.4,4,0.5,3047
2016-02-17,1.7,-4.1,6.5,0,3078
2016-02-18,1.5,-2.9,9.7,0.1,3124
2016-02-19,1.9,-0.2,8.9,0,3124
2016-02-20,2.3,-0.6,8.7,0,3124
2016-02-21,1.1,-3.6,6,0,3124
2016-02-22,2.3,-1.5,6.5,0,3160
2016-02-23,1.9,-1.3,8.5,0.2,3160
2016-02-24,2.1,-4.7,3.4,0.6,3145
2016-02-25,2.3,-5.9,6,0,3147
2016-02-26,1.1,-2.3,7.3,0.8,3147
2016-02-27,0.7,1.2,10.6,1.4,3147
2016-02-28,1.4,-0.5,10.5,5.8,3147
2016-02-29,1.5,-4.8,1.3,0.3,3169
2016-03-01,1,-7.3,4.3,0,3169
2016-03-02,0.7,-3.8,10.4,0,3530
